Name,Address,Cuisine Tags,Rating,Features,Price Range,Detail URL,Reservation Link,Source URL,Opening Hours,Popular Dishes,Detailed Address
Sugar Kitchen And Drink,Harlem,"Bars, Venues & Event Spaces, Burgers",5.0,"allow Outdoor seating, allow Takeout",,https://www.yelp.com/biz/sugar-kitchen-and-drink-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,"Mon: 12:00 PM - 4:00 AM (Next day), Tue: 12:00 PM - 4:00 AM (Next day), Wed: 12:00 PM - 4:00 AM (Next day), Thu: 12:00 PM - 4:00 AM (Next day), Fri: 12:00 PM - 4:00 AM (Next day), Sat: 12:00 PM - 4:00 AM (Next day), Sun: 12:00 PM - 4:00 AM (Next day)",,"500 W 145th StNew York, NY 10031"
Bread & Brine,,"Seafood, Burgers, Beer Bar",4.1,"allow Outdoor seating, not allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/bread-and-brine-hastings-on-hudson?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,"Mon: 12:00 PM - 8:30 PM, Tue: Closed, Wed: 12:00 PM - 8:30 PM, Thu: 12:00 PM - 8:30 PM, Fri: 12:00 PM - 9:00 PM, Sat: 12:00 PM - 9:00 PM, Sun: 12:00 PM - 8:30 PM","Fried Clams, Fried Fish Tacos Plate, Rice Bowl Plate, Whoopie Pie, New England Clam Chowder, Classic Maine Lobster Roll, Grilled Octopus Plate, Fried Chicken Sandwich, The Perfect Storm, Salt Box Burger, Fried Calamari, Fried Shrimp","19 Main StHastings on Hudson, NY 10706"
La Barca Restaurant,Washington Heights,Dominican,4.0,"allow Outdoor seating, allow Delivery, allow Takeout",below $10,https://www.yelp.com/biz/la-barca-restaurant-new-york?osq=Restaurants,https://www.yelp.com/biz/A0kA5AIRi_A0dlF3pv0FcA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,"Mon: Open 24 hours, Tue: Open 24 hours, Wed: Open 24 hours, Thu: Open 24 hours, Fri: Open 24 hours, Sat: Open 24 hours, Sun: Open 24 hours","Pollo Con Arroz, Chicharron De Pollo Sin Hueso, Roasted Chicken, Tostones, Stewed Chicken, Camarofongo, Los Tres Golpes, Moro Negro","3892 BroadwayNew York, NY 10032"
YUM BRO,,"Filipino, Food Trucks, Burgers",5.0,"not allow Outdoor seating, not allow Delivery, allow Takeout",,https://www.yelp.com/biz/yum-bro-mamaroneck?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,"Mon: Closed, Tue: 10:00 AM - 8:00 PM, Wed: 10:00 AM - 8:00 PM, Thu: 10:00 AM - 8:00 PM, Fri: 10:00 AM - 8:00 PM, Sat: 10:00 AM - 8:00 PM, Sun: Closed",,"60-98 Harbor Island ParkMamaroneck, NY 10543"
The Monkey King,Bushwick,"Chinese, Asian Fusion, Bangladeshi",4.5,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/the-monkey-king-brooklyn-2?osq=Restaurants,https://www.yelp.com/biz/4npQPrRezdLIkKWMdXpjFA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,"Mon: Closed, Tue: 5:00 PM - 10:00 PM, Wed: 5:00 PM - 10:00 PM, Thu: 5:00 PM - 10:00 PM, Fri: 5:00 PM - 11:00 PM, Sat: 5:00 PM - 11:00 PM, Sun: 5:00 PM - 10:00 PM",,"1329 Willoughby AveBrooklyn, NY 11237"
S’Aimer,Midtown West,"Lounges, French, Caribbean",5.0,"allow Outdoor seating, not allow Delivery, not allow Takeout",,https://www.yelp.com/biz/saimer-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,"Mon: Closed, Tue: 5:00 PM - 12:30 AM (Next day), Wed: 5:00 PM - 12:30 AM (Next day), Thu: 5:00 PM - 12:30 AM (Next day), Fri: 5:00 PM - 12:30 AM (Next day), Sat: 5:00 PM - 12:30 AM (Next day), Sun: 5:00 PM - 12:30 AM (Next day)",,"338 W 46th StNew York, NY 10036"
Bate Restaurant,Melrose,African,4.4,,$11-30,https://www.yelp.com/biz/bate-restaurant-bronx?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,,,"860 Melrose AveBronx, NY 10451"
Salento Colombian Coffee & Kitchen,Washington Heights,"Coffee & Tea, Colombian",4.5,"allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/salento-colombian-coffee-and-kitchen-new-york?osq=Restaurants,https://www.yelp.com/biz/Bw9b6vDTKXAOg7c3bcR9PA?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=130,"Mon: 8:00 AM - 8:00 PM, Tue: 8:00 AM - 8:00 PM, Wed: 8:00 AM - 8:00 PM, Thu: 8:00 AM - 8:00 PM, Fri: 8:00 AM - 8:00 PM, Sat: 8:00 AM - 8:00 PM, Sun: 8:00 AM - 8:00 PM","Pan De Bono, Calentado, Pastel De Pollo Con Queso, Pastel Salento, Sopa De Pollo, Omelette","2112 Amsterdam AveNew York, NY 10032"
The Original Hot Dog Factory - Bronx,Schuylerville,"Hot Dogs, Chicken Wings, Burgers",2.9,"not allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/the-original-hot-dog-factory-bronx-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,"Mon: 11:00 AM - 9:00 PM, Tue: 11:15 AM - 9:00 PM, Wed: 11:00 AM - 9:00 PM, Thu: 11:00 AM - 9:00 PM, Fri: 11:00 AM - 9:00 PM, Sat: 11:00 AM - 9:00 PM, Sun: 11:00 AM - 7:00 PM","Italian Dog, Memphis Dog, Taco Dog","3398 E Tremont AveNew York, NY 10461"
Sticky’s Finger Joint,,"American (Traditional), Chicken Shop, Fast Food",3.9,"allow Delivery, allow Takeout",,https://www.yelp.com/biz/stickys-finger-joint-yonkers?osq=Restaurants,https://www.yelp.com/biz/F-GohNS93bcGLD1LFKMm2Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,"Mon: 11:00 AM - 10:00 PM, Tue: 11:00 AM - 10:00 PM, Wed: 11:00 AM - 10:00 PM, Thu: 11:00 AM - 10:30 PM, Fri: 11:00 AM - 10:30 PM, Sat: 11:00 AM - 10:30 PM, Sun: 11:00 AM - 10:00 PM",,"2060 Mall WalkYonkers, NY 10704"
Li’s Kitchen,Pelham Gardens,Chinese,3.9,"allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/lis-kitchen-bronx?osq=Restaurants,https://www.yelp.com/biz/xi_QX5uArqDM4LeL4WIv1Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,"Mon: Closed, Tue: 11:00 AM - 10:00 PM, Wed: 11:00 AM - 10:00 PM, Thu: 11:00 AM - 10:00 PM, Fri: 11:00 AM - 10:00 PM, Sat: 11:00 AM - 10:00 PM, Sun: 12:00 PM - 10:00 PM",,"2515 Williamsbridge RdBronx, NY 10469"
Arth Alsaeedah Restaurant,West Farms,Middle Eastern,3.3,,,https://www.yelp.com/biz/arth-alsaeedah-restaurant-bronx?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,,,"680 Morris Park AveBronx, NY 10462"
Pop & Pour,Washington Heights,"Wine Bars, Cafes, Cocktail Bars",4.3,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/pop-and-pour-new-york?osq=Restaurants,https://www.yelp.com/biz/k2xtXGmyMU1q49UTlws8tg?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,"Mon: Closed, Tue: Closed, Wed: 3:00 PM - 12:00 AM (Next day), Thu: 3:00 PM - 12:00 AM (Next day), Fri: 3:00 PM - 2:00 AM (Next day), Sat: 3:00 PM - 2:00 AM (Next day), Sun: 3:00 PM - 2:00 AM (Next day)","Oysters, Avocado Toast, Pop Rancheros, Black Bean Burger, Italian Chicken Sandwich, Steak and Eggs, Chimi Sliders, Churros, Ceviche, Crispy Shrimps, Crostinis, Eggs Benedict, Lobster Roll, Turkey Meatballs","200 Dyckman StNew York, NY 10040"
Belize NYC,Concourse,"Caribbean, Spanish, Mexican",5.0,"not allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/belize-nyc-bronx?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,"Mon: Closed, Tue: Closed, Wed: 5:00 PM - 11:00 PM, Thu: 5:00 PM - 11:00 PM, Fri: 5:00 PM - 11:00 PM, Sat: 5:00 PM - 11:00 PM, Sun: Closed",,"1113B Grant AveBronx, NY 10456"
Homung Nangmyun,,Noodles,4.5,,,https://www.yelp.com/biz/homung-nangmyun-fort-lee?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,,,"1357 16th StSte 2-1Fort Lee, NJ 07024"
KAL,Astoria,"Korean, Seafood, Soup",4.5,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/kal-astoria?osq=Restaurants,https://www.yelp.com/biz/YqWXNq0Ku7cGb6Zj1j43Pw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,"Mon: 12:00 PM - 10:00 PM, Tue: 12:00 PM - 10:00 PM, Wed: 12:00 PM - 10:00 PM, Thu: 12:00 PM - 10:00 PM, Fri: 12:00 PM - 11:00 PM, Sat: 12:00 PM - 11:00 PM, Sun: 12:00 PM - 10:00 PM","Rice Cakes Noodles, Spicy Rice Cake, Spicy Pork, Pork Bun, Fried Chicken, Army Stew, Mushroom and Glass Noodles, Grilled Mackerel, Braised Mackerel, Kimchi Fried Rice, Grilled Beef Brisket, Hot Pot Bulgogi, Steamed Vegetable Dumplings, Hot Stone Pot, Beef Bulgogi Plate, Soft Tofu Stew, Pork Belly, Chicken Wings, Seafood Japchae, Spicy Seafood Ramen","34-05 30th AveAstoria, NY 11103"
Ippudo Westside,Theater District,Ramen,4.2,"not allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/ippudo-westside-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,"Mon: 11:30 AM - 10:30 PM, Tue: 11:30 AM - 10:30 PM, Wed: 11:30 AM - 10:30 PM, Thu: 11:30 AM - 10:30 PM, Fri: 11:30 AM - 11:30 PM, Sat: 11:30 AM - 11:30 PM, Sun: 11:30 AM - 10:30 PM","Pork Buns, Akamaru Modern Ramen, Spicy Ramen, Pork Belly, Shiromaru Hakata Classic, Hirata Buns, Chicken Buns, Seasonal Spicy Thin Noodle, Chicken Wings, Classic Ramen, Signature Thin Noodles, Ramen Noodles, Bakudan Spicy Paste, Fried Chicken, Poached Egg, Pork Chashu, Vegetarian Ramen, Ippudo Ramen, Ramen Bowls, Japanese Ramen","321 W 51st StNew York, NY 10019"
Okinami Sushi Bar,,Sushi Bars,4.8,"not allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/okinami-sushi-bar-norwood?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=140,"Mon: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM, Tue: Closed, Wed: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM, Thu: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM, Fri: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM, Sat: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM, Sun: Closed",,"460 Livingston StNorwood, NJ 07648"
Sticky’s Finger Joint,,"American (Traditional), Chicken Shop, Fast Food",3.9,"allow Delivery, allow Takeout",,https://www.yelp.com/biz/stickys-finger-joint-yonkers?osq=Restaurants,https://www.yelp.com/biz/F-GohNS93bcGLD1LFKMm2Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,"Mon: 11:00 AM - 10:00 PM, Tue: 11:00 AM - 10:00 PM, Wed: 11:00 AM - 10:00 PM, Thu: 11:00 AM - 10:30 PM, Fri: 11:00 AM - 10:30 PM, Sat: 11:00 AM - 10:30 PM, Sun: 11:00 AM - 10:00 PM",,"2060 Mall WalkYonkers, NY 10704"
Li’s Kitchen,Pelham Gardens,Chinese,3.9,"allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/lis-kitchen-bronx?osq=Restaurants,https://www.yelp.com/biz/xi_QX5uArqDM4LeL4WIv1Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,"Mon: Closed, Tue: 11:00 AM - 10:00 PM, Wed: 11:00 AM - 10:00 PM, Thu: 11:00 AM - 10:00 PM, Fri: 11:00 AM - 10:00 PM, Sat: 11:00 AM - 10:00 PM, Sun: 12:00 PM - 10:00 PM",,"2515 Williamsbridge RdBronx, NY 10469"
Arth Alsaeedah Restaurant,West Farms,Middle Eastern,3.3,,,https://www.yelp.com/biz/arth-alsaeedah-restaurant-bronx?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,,,"680 Morris Park AveBronx, NY 10462"
Homung Nangmyun,,Noodles,4.5,,,https://www.yelp.com/biz/homung-nangmyun-fort-lee?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,,,"1357 16th StSte 2-1Fort Lee, NJ 07024"
KAL,Astoria,"Korean, Seafood, Soup",4.5,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/kal-astoria?osq=Restaurants,https://www.yelp.com/biz/YqWXNq0Ku7cGb6Zj1j43Pw?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,"Mon: 12:00 PM - 10:00 PM, Tue: 12:00 PM - 10:00 PM, Wed: 12:00 PM - 10:00 PM, Thu: 12:00 PM - 10:00 PM, Fri: 12:00 PM - 11:00 PM, Sat: 12:00 PM - 11:00 PM, Sun: 12:00 PM - 10:00 PM","Rice Cakes Noodles, Spicy Rice Cake, Spicy Pork, Pork Bun, Fried Chicken, Army Stew, Mushroom and Glass Noodles, Grilled Mackerel, Braised Mackerel, Kimchi Fried Rice, Grilled Beef Brisket, Hot Pot Bulgogi, Steamed Vegetable Dumplings, Hot Stone Pot, Beef Bulgogi Plate, Soft Tofu Stew, Pork Belly, Chicken Wings, Seafood Japchae, Spicy Seafood Ramen","34-05 30th AveAstoria, NY 11103"
Enoteca Harlem,Harlem,"Bars, American (Traditional), Spanish",4.8,allow Outdoor seating,,https://www.yelp.com/biz/enoteca-harlem-new-york-2?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,"Mon: Closed, Tue: 5:00 PM - 11:00 PM, Wed: 5:00 PM - 11:00 PM, Thu: 5:00 PM - 11:00 PM, Fri: 5:00 PM - 11:00 PM, Sat: 1:00 PM - 11:00 PM, Sun: 12:00 PM - 10:00 PM","Croquetas, Zealand Skirt Steak, Baby Squid, Fried Goat, Pulpo Zarautz, Crquettas De Jamon","2220 Frederick DouglasNew York, NY 10026"
Ippudo Westside,Theater District,Ramen,4.2,"not allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/ippudo-westside-new-york?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,"Mon: 11:30 AM - 10:30 PM, Tue: 11:30 AM - 10:30 PM, Wed: 11:30 AM - 10:30 PM, Thu: 11:30 AM - 10:30 PM, Fri: 11:30 AM - 11:30 PM, Sat: 11:30 AM - 11:30 PM, Sun: 11:30 AM - 10:30 PM","Pork Buns, Akamaru Modern Ramen, Spicy Ramen, Pork Belly, Shiromaru Hakata Classic, Hirata Buns, Chicken Buns, Seasonal Spicy Thin Noodle, Chicken Wings, Classic Ramen, Signature Thin Noodles, Ramen Noodles, Bakudan Spicy Paste, Fried Chicken, Poached Egg, Pork Chashu, Vegetarian Ramen, Ippudo Ramen, Ramen Bowls, Japanese Ramen","321 W 51st StNew York, NY 10019"
Okinami Sushi Bar,,Sushi Bars,4.8,"not allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/okinami-sushi-bar-norwood?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,"Mon: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM, Tue: Closed, Wed: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM, Thu: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM, Fri: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM, Sat: 11:30 AM - 3:00 PM 5:00 PM - 9:00 PM, Sun: Closed",,"460 Livingston StNorwood, NJ 07648"
Momofuku Ssam Bar,South Street Seaport,"Asian Fusion, American (New), Steakhouses",3.8,"allow Outdoor seating, allow Delivery, allow Takeout",$31-60,https://www.yelp.com/biz/momofuku-ssam-bar-new-york-6?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,"Mon: 5:00 PM - 9:00 PM, Tue: 5:00 PM - 9:00 PM, Wed: 5:00 PM - 9:00 PM, Thu: 5:00 PM - 9:00 PM, Fri: 5:00 PM - 10:00 PM, Sat: 12:00 PM - 3:00 PM 5:00 PM - 10:00 PM, Sun: 12:00 PM - 3:00 PM 5:00 PM - 9:00 PM","Rice Cakes, Cacio E Pepe, Pork Belly, Popcorn Shrimp, Pork Shoulder, Sweet & Sour Ribs, Creekstone Short Rib, Sizzling Skirt Steak Ssam, Green Goddess Salad, King Salmon, Lettuce Wraps, American Country Ham, Spicy Pork Sausage Ragu, Sizzling Bavette Steak, Shrimp Toast, Crispy Fish Ssam, Snap Pea & Portobello Crispy Rice, Grilled Asparagus, Spicy Scallop Kimbap, Johnny Cakes","89 South StPier 17New York, NY 10038"
OISO BBQ PIT,,"Barbeque, Seafood",4.3,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/oiso-bbq-pit-fort-lee-2?osq=Restaurants,https://www.yelp.com/biz/W77O-Iurt9ULdHNjYwYm3Q?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=150,"Mon: Closed, Tue: 11:30 AM - 10:30 PM, Wed: 11:30 AM - 10:30 PM, Thu: 11:30 AM - 10:30 PM, Fri: 11:30 AM - 10:30 PM, Sat: 11:30 AM - 10:30 PM, Sun: 11:30 AM - 10:30 PM",,"124 Main StFort Lee, NJ 07024"
Georgina Restaurant,Longwood,Latin American,4.8,,,https://www.yelp.com/biz/georgina-restaurant-bronx?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,,,"1003 East 163rd StBronx, NY 10459"
La Sabrosura,Concourse,"Spanish, Breakfast & Brunch",4.6,allow Delivery,,https://www.yelp.com/biz/la-sabrosura-bronx?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,,,"25 E 170th StBronx, NY 10452"
Cinco De Mayo,Melrose,Mexican,3.6,"allow Delivery, allow Takeout",below $10,https://www.yelp.com/biz/cinco-de-mayo-bronx?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,"Mon: 11:00 AM - 9:30 PM, Tue: 11:00 AM - 9:30 PM, Wed: 11:00 AM - 9:30 PM, Thu: 11:00 AM - 11:00 PM, Fri: 11:00 AM - 11:00 PM, Sat: 11:00 AM - 11:00 PM, Sun: 11:00 AM - 9:30 PM","Chicken Quesadilla, Soft Chicken Tacos, Steak Quesadilla, Torta, Grilled Chicken Salad, Taco Salad, Chicken Fajita Taquitos","837 Washington AveBronx, NY 10451"
The Wooden Spoon,,"Burgers, American (Traditional), Beer Bar",4.2,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/the-wooden-spoon-new-rochelle?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,"Mon: 11:30 AM - 10:00 PM, Tue: 11:30 AM - 10:00 PM, Wed: 11:30 AM - 10:00 PM, Thu: 11:30 AM - 10:00 PM, Fri: 11:30 AM - 10:00 PM, Sat: 12:00 PM - 10:00 PM, Sun: 12:00 PM - 9:00 PM","Fried Chicken and Waffles, Totchos, 6 Fried Ravioli, Spoon Salad, South West Cobb Salad","16 Division StNew Rochelle, NY 10801"
Gyro King,Fordham,"Pizza, Sandwiches, Greek",3.9,"allow Delivery, allow Takeout",below $10,https://www.yelp.com/biz/gyro-king-bronx?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,"Mon: 8:00 AM - 9:00 PM, Tue: 8:00 AM - 9:00 PM, Wed: 8:00 AM - 9:00 PM, Thu: 8:00 AM - 9:00 PM, Fri: 8:00 AM - 9:00 PM, Sat: 8:00 AM - 9:00 PM, Sun: 8:00 AM - 9:00 PM",,"50 E Fordham RdBronx, NY 10468"
Chirping Chicken,Pelham Bay,"Barbeque, Salad, Steakhouses",3.3,,$11-30,https://www.yelp.com/biz/chirping-chicken-bronx?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,"Mon: 11:00 AM - 9:00 PM, Tue: 11:00 AM - 9:00 PM, Wed: 11:00 AM - 9:00 PM, Thu: 11:00 AM - 9:00 PM, Fri: 11:00 AM - 9:00 PM, Sat: 11:00 AM - 9:00 PM, Sun: 12:00 PM - 8:00 PM",,"3048 Buhre AveBronx, NY 10461"
Billy & Pete’s Social,,"Salad, Pizza, Sandwiches",3.7,"allow Outdoor seating, allow Delivery, allow Takeout",$11-30,https://www.yelp.com/biz/billy-and-petes-social-larchmont?osq=Restaurants,https://www.yelp.com/biz/TpnhK218a4DJs1FMJTifyQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,"Mon: 5:00 PM - 9:45 PM, Tue: 5:00 PM - 9:45 PM, Wed: 5:00 PM - 9:45 PM, Thu: 5:00 PM - 9:45 PM, Fri: 4:30 PM - 8:45 PM, Sat: 12:00 PM - 8:45 PM, Sun: 12:00 PM - 8:45 PM","Burrata Salad, The Bad Bhoney, Orange Crush, ""Chefs Seasonal Salad"", Tipsy Dog, Crispy Chicken Trapwich","121 Myrtle BlvdLarchmont, NY 10538"
Harvest on Hudson,,"Italian, Bars, Desserts",3.7,"allow Outdoor seating, not allow Delivery, allow Takeout",$31-60,https://www.yelp.com/biz/harvest-on-hudson-hastings-on-hudson-2?osq=Restaurants,https://www.yelp.com/reservations/harvest-on-hudson-hastings-on-hudson-2,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,"Mon: 11:45 AM - 2:45 PM 5:00 PM - 10:00 PM, Tue: 11:45 AM - 2:45 PM 5:00 PM - 10:00 PM, Wed: 11:45 AM - 2:45 PM 5:00 PM - 10:00 PM, Thu: 11:45 AM - 2:45 PM 5:00 PM - 10:00 PM, Fri: 11:45 AM - 2:45 PM 4:00 PM - 11:00 PM, Sat: 11:15 AM - 11:00 PM, Sun: 11:15 AM - 9:00 PM",,"1 River StHastings-On-Hudson, NY 10706"
Heno Heno,Midtown West,"Izakaya, Sushi Bars, Bars",4.4,"not allow Outdoor seating, allow Delivery, allow Takeout",,https://www.yelp.com/biz/heno-heno-new-york-2?osq=Restaurants,https://www.yelp.com/biz/cT48RskMO_o35Ua0tlifyQ?show_platform_modal=True,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,"Mon: 5:00 PM - 12:00 AM (Next day), Tue: 5:00 PM - 12:00 AM (Next day), Wed: 5:00 PM - 12:00 AM (Next day), Thu: 5:00 PM - 12:00 AM (Next day), Fri: 5:00 PM - 2:00 AM (Next day), Sat: 5:00 PM - 2:00 AM (Next day), Sun: 5:00 PM - 12:00 AM (Next day)","Grilled Beef Tongue, Takoyaki, Motsu-ni, Beef Curry Rice with Deep Fried Pork Cutlet, Grilled Dried Squid, Rainbow Roll, Pork Rib Yakitori 3pc, Snapper Sashimi 5pc","358 W 46th StNew York, NY 10036"
Jimbos Hamburger Palace,Mott Haven,Burgers,3.8,,below $10,https://www.yelp.com/biz/jimbos-hamburger-palace-bronx-6?osq=Restaurants,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,https://www.yelp.com/search?find_desc=Restaurants&find_loc=Bronx%2C+NY&start=160,"Mon: 6:00 AM - 9:00 PM, Tue: 6:00 AM - 9:00 PM, Wed: 6:00 AM - 9:00 PM, Thu: 6:00 AM - 9:00 PM, Fri: 6:00 AM - 9:00 PM, Sat: 6:00 AM - 9:00 PM, Sun: 7:00 AM - 9:00 PM",,"232 Willis AveBronx, NY 10454"
